book_id,author_id,role
22062,1649,writer
22063,1550,Goodreads Author
22064,15098,Goodreads Author
22064,4726,Goodreads Author
22065,8033,writer
22066,818,Goodreads Author
22067,3858,Goodreads Author
22068,15099,writer
22069,11255,writer
22070,15100,writer
22071,15101,writer
22072,11254,Goodreads Author
22073,15102,writer
22074,13774,Goodreads Author
22075,15103,Goodreads Author
22076,15104,Goodreads Author
22077,15105,Goodreads Author
22078,7574,writer
22079,15106,writer
22079,15107,Editor
22080,6988,Goodreads Author
22081,11948,Goodreads Author
22082,4743,writer
22083,1411,writer
22084,15108,writer
22085,15109,Goodreads Author
22086,15110,Adapter
22086,337,writer
22087,1341,Goodreads Author
22088,11276,Goodreads Author
22089,15111,Goodreads Author
22090,15112,writer
22091,15113,writer
22092,15114,writer
22093,15115,writer
22093,15116,writer
22094,15117,writer
22095,15118,writer
22096,15119,Goodreads Author
22096,15120,Design
22097,15121,Goodreads Author
22098,15122,writer
22098,13792,Series Creator
22099,10315,writer
22099,15123,Cover Illustration
22100,15124,writer
22100,15125,writer
22100,15126,writer
22100,15127,writer
22100,15128,Goodreads Author
22101,15129,Goodreads Author
22102,11300,Goodreads Author
22103,8689,writer
22104,4669,Goodreads Author
22105,15130,writer
22106,5640,Goodreads Author
22107,15131,Goodreads Author
22108,15132,Goodreads Author
22108,15133,Goodreads Author)
22109,7728,writer
22110,294,writer
22111,6990,Goodreads Author
22112,15134,writer
22113,15135,writer
22114,15136,writer
22115,15137,writer
22115,15138,writer
22116,2202,writer
22116,15139,Editor/Translator
22116,15140,Editor/Translator
22117,6627,writer
22118,5763,Goodreads Author
22119,3075,Goodreads Author
22119,15141,Translator
22120,11432,Goodreads Author
22121,15142,writer
22122,504,writer
22123,15143,writer
22123,15144,writer
22123,15145,writer
22123,15146,writer
22123,15147,writer
22124,15148,writer
22125,10486,Goodreads Author
22126,15149,writer
22126,5568,Goodreads Author
22127,15150,Goodreads Author
22128,15151,writer
22129,15152,Editor
22129,15153,Goodreads Author)
22129,15154,Contributor
22129,1374,Goodreads Author)
22129,15155,Goodreads Author)
22129,5516,Goodreads Author)
22129,15156,Contributor
22129,15157,Contributor
22129,682,writer
22130,11359,Goodreads Author
22131,11195,Goodreads Author
22132,15158,Goodreads Author
22133,15159,Goodreads Author
22134,13827,writer
22135,11370,Goodreads Author
22136,7641,writer
22137,6975,Goodreads Author
22138,3116,Goodreads Author
22139,15160,Goodreads Author
22140,10964,Goodreads Author
22141,15161,writer
22142,15162,Goodreads Author
22143,15163,writer
22143,15164,writer
22144,3649,Goodreads Author
22145,15165,writer
22146,4743,writer
22147,15166,writer
22148,15167,writer
22149,15168,writer
22150,11402,Goodreads Author
22151,817,writer
22152,11405,Goodreads Author
22153,15169,Goodreads Author
22154,4096,Goodreads Author
22155,7697,writer
22156,14222,writer
22157,5861,writer
22158,15170,writer
22159,13776,Goodreads Author
22160,15171,Goodreads Author
22161,15172,writer
22162,15173,Goodreads Author
22163,13849,writer
22163,6685,Illustrator
22164,15174,Goodreads Author
22165,13850,writer
22166,11447,Goodreads Author
22167,11448,Goodreads Author
22168,11449,Goodreads Author
22169,15175,writer
22170,15176,Goodreads Author
22170,15177,Illustrations
22171,15178,writer
22172,13856,Goodreads Author
22173,15179,Goodreads Author
22174,11146,Goodreads Author
22175,6940,writer
22175,15180,Illustrator
22175,15181,writer
22176,11472,Goodreads Author
22177,15182,writer
22177,15183,Illustrator
22177,15184,Illustrator
22178,15185,writer
22178,9944,Goodreads Author
22179,2534,Goodreads Author
22180,8472,writer
22181,13858,Goodreads Author
22182,11474,writer
22183,15186,Goodreads Author
22184,15187,writer
22184,15188,Goodreads Author
22185,15189,Goodreads Author
22186,15190,Goodreads Author
22187,2742,Goodreads Author
22187,1954,Goodreads Author
22188,15191,writer
22189,458,writer
22190,11487,Goodreads Author
22191,15192,writer
22191,15193,writer
22192,2774,writer
22193,15194,Goodreads Author
22194,1780,writer
22195,13870,Goodreads Author
22196,9442,writer
22196,15195,Illustrator
22196,15196,Translator
22197,2028,Goodreads Author
22198,1611,Goodreads Author
22199,15197,Goodreads Author
22200,11513,Goodreads Author
22201,3751,Goodreads Author
22202,12853,writer
22203,15198,Goodreads Author
22204,15199,writer
22205,15200,Goodreads Author
22206,813,writer
22207,15201,writer
22208,11534,writer
22208,15202,writer
22209,6766,Goodreads Author
22209,15203,Photographer
22210,15204,writer
22211,15205,Goodreads Author
22212,1027,writer
22213,2306,writer
22214,15206,writer
22215,7982,Goodreads Author
22216,7379,Goodreads Author
22217,8706,writer
22217,9556,Illustrator
22218,13850,writer
22219,15207,writer
22219,15208,Translator
22219,15209,Translator
22220,15210,writer
22220,15211,Translator
22221,11561,Goodreads Author
22222,5917,Goodreads Author
22223,6883,Goodreads Author
22224,15212,Goodreads Author
22225,15213,writer
22225,15214,writer
22225,15215,Translator
22225,15216,Translator
22226,15217,writer
22227,11578,Translator
22227,15218,Translator
22228,4858,writer
22229,5468,Goodreads Author
22230,15219,writer
22231,15220,Goodreads Author
22232,1059,Goodreads Author
22233,15221,Goodreads Author
22234,15222,writer
22235,6063,writer
22236,15223,writer
22237,15224,writer
22238,3244,Goodreads Author
22239,11600,Goodreads Author
22240,15225,Goodreads Author
22241,15226,Goodreads Author
22242,205,writer
22243,13902,Goodreads Author
22244,1904,Goodreads Author
22245,15227,Goodreads Author
22246,7635,Goodreads Author
22247,13904,Goodreads Author
22248,8227,writer
22248,902,Illustrator
22248,15228,Illustrator
22249,15229,Goodreads Author
22250,9129,Goodreads Author
22251,5376,Goodreads Author
22252,15230,Goodreads Author
22253,15231,writer
22253,15232,Illustrator
22254,15233,Goodreads Author
22255,10204,writer
22256,11616,Goodreads Author
22257,816,Goodreads Author
22258,248,Goodreads Author
22259,13912,Goodreads Author
22260,15234,Goodreads Author
22261,7829,writer
22261,7830,Goodreads Author)
22262,593,Goodreads Author
22263,15235,writer
22264,11623,Goodreads Author
22265,11625,Goodreads Author
22266,15236,writer
22267,11757,writer
22267,6228,Preface by
22268,15237,writer
22269,683,Goodreads Author
22270,15238,Goodreads Author
22271,11643,writer
22272,15239,Goodreads Author
22273,15240,writer
22273,15241,Illustrations
22274,3683,Goodreads Author
22275,15242,writer
22275,15243,Illustrator
22276,1187,writer
22277,15244,Goodreads Author
22278,15245,Goodreads Author
22279,11573,Goodreads Author
22280,15246,Goodreads Author
22281,15247,Goodreads Author
22282,11660,Goodreads Author
22283,15248,Goodreads Author
22284,15249,Goodreads Author
22285,1288,writer
22286,15250,writer
22287,15251,Goodreads Author
22288,1968,writer
22289,15252,Goodreads Author
22290,11471,Goodreads Author
22291,15253,writer
22292,15254,Goodreads Author
22293,15255,writer
22294,15256,Goodreads Author
22295,10724,writer
22296,15257,writer
22297,15258,Goodreads Author
22297,13055,Goodreads Author)
22298,11538,Goodreads Author
22299,15259,writer
22300,11689,Goodreads Author
22301,15260,writer
22302,15261,writer
22303,15262,Goodreads Author
22304,15263,Goodreads Author
22305,214,writer
22306,3714,writer
22306,15264,translator
22307,11706,Goodreads Author
22308,15265,Goodreads Author
22309,15266,Goodreads Author
22310,15267,writer
22311,4372,writer
22312,15268,Goodreads Author
22313,3979,Goodreads Author
22314,5958,writer
22315,2047,writer
22316,13961,Goodreads Author
22317,920,writer
22318,6996,Goodreads Author
22319,3708,Goodreads Author
22320,3966,writer
22321,15269,writer
22322,15270,writer
22323,15271,Goodreads Author
22324,15272,Goodreads Author
22325,11460,Goodreads Author
22326,5796,writer
22326,15273,Editor
22327,15274,writer
22328,6265,Goodreads Author
22329,15275,writer
22330,15276,writer
22331,15277,Goodreads Author
22332,2890,writer
22333,11734,pseudonym
22333,15278,Goodreads Author
22334,15279,Goodreads Author
22335,1813,Goodreads Author
22336,15280,writer
22337,15281,Goodreads Author
22338,15282,Goodreads Author
22338,15283,writer
22339,56,writer
22340,6998,Goodreads Author
22341,5228,writer
22341,15284,writer
22342,15285,writer
22343,7271,Goodreads Author
22344,11750,writer
22344,15286,Editor
22344,15287,Editor
22345,9077,writer
22346,11756,Goodreads Author
22347,13989,writer
22347,13990,writer
22348,14942,writer
22349,15288,writer
22349,15289,writer
22350,15290,Goodreads Author
22351,11765,Goodreads Author
22352,11767,Goodreads Author
22353,15291,writer
22354,1090,writer
22354,15292,writer
22355,15293,Goodreads Author
22356,5792,Goodreads Author
22357,13996,Goodreads Author
22358,14000,Goodreads Author
22359,15294,writer
22359,15295,writer
22360,15296,Goodreads Author
22361,15297,Goodreads Author
22362,11784,writer
22363,15298,writer
22364,2345,Goodreads Author
22365,15299,writer
22366,7574,writer
22367,6627,writer
22367,15300,Introduction
22367,15301,Afterword
22368,15302,Goodreads Author
22369,15303,writer
22369,15304,Translator
22370,15305,writer
22371,1008,Goodreads Author
22371,15306,Goodreads Author)
22372,4080,Goodreads Author
22373,15307,writer
22374,15308,writer
22374,15309,writer
22375,319,writer
22376,15310,writer
22376,15311,writer
22377,2705,Goodreads Author
22377,5474,Goodreads Author
22377,6154,writer
22377,3801,Artist
22378,8358,writer
22379,2527,writer
22380,4945,writer
22381,8826,Goodreads Author
22382,318,Goodreads Author
22383,169,writer
22383,15312,Illustrator
22384,15313,Goodreads Author
22385,10476,writer
22386,15314,Goodreads Author
22387,15315,writer
22388,15316,writer
22388,15317,Translator
22389,15318,writer
22389,15319,writer
22389,15320,writer
22390,15321,writer
22391,11846,Goodreads Author
22392,2796,Goodreads Author
22393,15322,Goodreads Author
22394,11848,Goodreads Author
22395,78,Goodreads Author
22396,108,writer
22397,15323,writer
22398,8309,writer
22399,6200,Goodreads Author
22400,15324,Goodreads Author
22401,15325,writer
22402,14036,Goodreads Author
22403,5323,writer
22403,4246,Narrator
22404,15326,writer
22405,4704,Goodreads Author
22406,1110,writer
22407,15327,writer
22408,15328,Editor
22408,15329,writer
22408,15330,writer
22408,15331,writer
22408,15332,writer
22408,15333,writer
22408,15334,writer
22408,15335,writer
22408,682,writer
22409,7196,writer
22410,15336,writer
22410,15337,Illustrator
22410,15338,Translator
22411,15339,Goodreads Author
22412,2912,Goodreads Author
22412,15340,Illustrations
22413,15341,Goodreads Author
22413,15342,Illustrator
22413,15343,Designed by
22414,14268,writer
22415,2793,writer
22415,15344,writer
22416,11885,Goodreads Author
22417,8741,Goodreads Author
22418,14047,Goodreads Author
22419,15345,writer
22419,15346,Goodreads Author)
22420,7083,Goodreads Author
22421,15347,writer
22422,15348,writer
22423,15349,Goodreads Author
22424,15350,writer
22425,5134,writer
22425,15351,Translator
22425,3349,Foreword by
22426,15352,writer
22427,15353,writer
22428,11920,Goodreads Author
22429,15354,writer
22430,15355,writer
22431,11925,Goodreads Author
22432,14040,Goodreads Author
22433,15356,writer
22434,11928,Goodreads Author
22435,1644,Goodreads Author
22436,3684,Goodreads Author
22437,15357,Goodreads Author
22438,7425,Goodreads Author)
22438,10096,Writer
22438,15358,Writer
22438,15359,Illustrations
22438,15360,Illustrations
22438,15361,Illustrations
22438,15362,Illustrations
22439,15363,writer
22440,15364,writer
22441,3928,Goodreads Author
22442,15365,writer
22443,15366,writer
22444,5366,writer
22444,5367,Translator
22445,468,writer
22446,5481,Goodreads Author
22446,15367,Translator
22447,13968,writer
22448,15368,writer
22449,15369,writer
22450,908,writer
22451,15370,Goodreads Author
22452,424,Goodreads Author
22453,11950,Goodreads Author
22454,15371,Goodreads Author
22455,11953,Goodreads Author
22456,15372,Goodreads Author
22457,1810,Goodreads Author
22458,8518,writer
22458,14077,Illustrator
22459,15373,writer
22459,15374,writer
22460,55,Editor
22460,15375,Goodreads Author)
22460,6950,Contributor
22460,15376,Goodreads Author)
22460,6951,Contributor
22460,6952,Contributor
22460,6948,Goodreads Author)
22460,15377,Contributor
22460,682,writer
22461,15378,Goodreads Author
22462,15379,writer
22462,15380,writer
22462,15381,writer
22463,1489,Goodreads Author
22464,15382,Goodreads Author
22465,7072,writer
22466,15383,writer
22467,15384,Goodreads Author
22468,5489,writer
22469,15385,Goodreads Author
22470,15386,Goodreads Author
22471,11981,writer
22472,2276,writer
22473,15387,writer
22474,1586,writer
22475,5467,writer
22476,15388,writer
22476,14095,writer
22477,15389,writer
22478,15390,Goodreads Author
22479,3800,Goodreads Author
22480,15391,writer
22480,15392,writer
22481,4753,writer
22482,6388,writer
22483,14099,writer
22484,3482,Goodreads Author
22485,15393,writer
22486,15394,writer
22487,11998,Goodreads Author
22488,15395,Goodreads Author
22489,12000,Goodreads Author
22490,11274,Goodreads Author
22491,15396,Goodreads Author
22492,15397,writer
22493,15398,Goodreads Author
22494,5695,Goodreads Author
22495,15399,Goodreads Author
22496,15400,writer
22497,15401,writer
22498,15402,Goodreads Author
22499,15403,Goodreads Author
22500,15404,writer
22501,1136,writer
22501,1135,Editor
22501,15405,Translator
22501,15406,Translator
22502,3089,Goodreads Author
22503,15407,Goodreads Author
22504,12025,Goodreads Author
22505,15408,writer
22506,15409,writer
22507,15410,writer
22508,15411,Goodreads Author
22509,15412,Goodreads Author
22510,489,writer
22511,12035,writer
22512,210,writer
22512,211,Translation
22513,3888,writer
22514,823,writer
22515,15413,Goodreads Author
22516,15414,Goodreads Author
22517,15415,Goodreads Author
22518,12042,Goodreads Author
22519,247,writer
22520,15416,writer
22520,6169,Translator
22521,8200,writer
22522,4611,Goodreads Author
22523,2424,Goodreads Author
22524,15417,writer
22525,15418,writer
22525,15419,writer
22525,15420,writer
22525,15421,Translator
22526,15422,writer
22526,15423,Translator
22527,15424,Goodreads Author
22527,15425,Goodreads Author)
22528,15426,writer
22529,15427,writer
22530,4791,Goodreads Author
22531,15428,Goodreads Author
22532,15429,Goodreads Author
22533,12063,Goodreads Author
22534,15430,writer
22535,15431,writer
22536,15363,writer
22537,14924,writer
22538,15432,Goodreads Author
22539,15433,Goodreads Author
22540,15434,writer
22541,15435,writer
22542,15436,writer
22543,974,Goodreads Author
22544,12089,Goodreads Author
22545,5015,writer
22546,15437,writer
22547,12094,writer
22547,7508,Illustrator
22548,5296,Goodreads Author
22549,1178,Goodreads Author
22550,4124,writer
22551,15438,Goodreads Author
22552,15439,writer
22553,15440,Goodreads Author
22554,15441,Editor
22554,7888,writer
22555,15442,writer
22555,15443,Goodreads Author)
22556,14141,writer
22557,12112,Goodreads Author
22558,3829,writer
22558,15444,Translator
22558,15445,editor
22559,8982,Goodreads Author
22559,7045,Goodreads Author
22560,15446,writer
22561,14145,Goodreads Author
22562,3233,Goodreads Author
22562,15447,Illustrator
22563,5,Goodreads Author
22564,7196,writer
22565,15448,writer
22566,12130,writer
22567,12132,Goodreads Author
22568,12135,writer
22568,12136,writer
22569,14148,Goodreads Author
22570,6619,writer
22571,15449,writer
22572,15450,Goodreads Author
22573,15451,Goodreads Author
22574,2725,Goodreads Author
22574,15452,Narrator
22575,15453,Goodreads Author
22576,15454,Goodreads Author
22577,15455,writer
22577,15456,Goodreads Author)
22578,182,writer
22578,15457,Introduction
22579,12146,Goodreads Author
22579,15458,writer
22580,7624,Goodreads Author
22581,15459,Goodreads Author
22582,2134,Goodreads Author
22583,55,writer
22583,15460,translator
22584,15461,writer
22584,3047,writer
22585,4904,Goodreads Author
22586,15462,Goodreads Author
22586,14040,Goodreads Author
22587,15463,writer
22588,13898,writer
22589,14167,Goodreads Author
22590,15464,Goodreads Author
22591,12159,Goodreads Author
22592,15465,Goodreads Author
22593,4933,writer
22594,15466,Goodreads Author
22595,15467,writer
22596,5276,writer
22597,3785,writer
22597,7246,Introduction
22598,15468,writer
22599,15469,Goodreads Author
22600,11539,writer
22601,10151,writer
22601,10152,writer
22602,12179,Goodreads Author
22603,15470,writer
22603,15471,translator
22604,15472,writer
22605,15473,writer
22606,15474,writer
22607,4474,Goodreads Author
22608,12192,Goodreads Author
22609,3674,writer
22610,6391,Goodreads Author
22611,15475,Goodreads Author
22612,5267,Goodreads Author
22613,15476,writer
22614,7370,Goodreads Author
22615,12197,Goodreads Author
22616,15477,Adapter
22616,52,writer
22616,15478,writer
22616,1821,writer
22617,15479,Goodreads Author
22618,5582,writer
22618,5583,Translation
22619,5695,Goodreads Author
22620,154,writer
22620,968,Illustrations
22621,12204,Goodreads Author
22622,537,writer
22623,15480,writer
22623,9136,Translator
22623,5311,Introduction
22623,15481,Introduction
22624,7869,writer
22625,15482,writer
22625,15483,writer
22625,15484,Translator
22626,15485,writer
22627,130,writer
22627,4102,Translator
22628,15486,Goodreads Author
22629,15487,Goodreads Author
22630,15488,writer
22631,15489,writer
22632,15490,writer
22632,15491,Illustrator
22633,6298,writer
22634,15492,writer
22635,4645,Goodreads Author
22636,12243,writer
22637,15493,Goodreads Author
22637,15494,Illustrator
22638,15495,writer
22639,7483,Goodreads Author
22640,469,Goodreads Author
22641,1921,Goodreads Author
22642,9436,Goodreads Author
22643,15496,writer
22643,15497,Illustrator
22644,15498,Goodreads Author
22645,2579,writer
22646,15499,writer
22647,15500,Goodreads Author
22647,543,Illustrations
22648,1988,writer
22649,14212,writer
22650,14214,writer
22651,15501,writer
22651,15502,writer
22652,15503,Goodreads Author
22653,15504,writer
22654,15505,writer
22654,15506,Editor
22655,15507,writer
22656,33,writer
22657,15508,writer
22658,3482,Goodreads Author
22659,11001,writer
22659,15509,Translator
22660,15510,writer
22661,4240,Goodreads Author
22662,8609,writer
22662,15511,Translator
22663,15512,writer
22664,15513,writer
22665,15514,Goodreads Author
22666,15515,writer
22667,14231,Goodreads Author
22668,12211,Goodreads Author
22668,12212,writer
22668,12213,Illustrator
22669,2541,Goodreads Author
22670,15516,Goodreads Author
22671,15517,writer
22672,15518,writer
22673,15519,writer
22674,3755,Goodreads Author
22675,2181,writer
22676,15520,writer
22676,15521,writer
22677,15522,Goodreads Author
22678,395,writer
22678,15523,Editor
22679,12324,writer
22680,15524,writer
22681,15525,writer
22681,15526,writer
22682,11719,writer
22683,15527,writer
22684,15528,Goodreads Author)
22684,15529,Cover Artwork
22685,15530,Goodreads Author
22686,1954,Goodreads Author
22687,15531,Goodreads Author
22688,15532,writer
22689,2734,writer
22690,15533,writer
22690,15534,writer
22690,15535,writer
22691,15536,writer
22692,12351,Goodreads Author
22693,7102,Goodreads Author
22694,1643,writer
22695,15537,Goodreads Author
22696,6115,Goodreads Author
22697,898,writer
22698,2056,Goodreads Author
22699,15538,Goodreads Author
22700,1376,writer
22701,15539,writer
22702,15540,Goodreads Author
22703,15541,writer
22704,15542,Goodreads Author
22705,847,Goodreads Author
22706,15543,writer
22707,14570,Writer
22707,15544,Goodreads Author)
22707,15545,Artist
22707,15546,Colourist
22708,4893,writer
22709,7233,writer
22710,15547,Goodreads Author
22710,15548,writer
22711,12377,Goodreads Author
22712,15549,Goodreads Author
22713,3860,Original Author
22713,8555,writer
22713,8556,writer
22714,4299,Goodreads Author
22715,15550,writer
22716,15551,writer
22717,15552,writer
22717,15553,writer
22718,14276,Goodreads Author
22719,15554,Editor
22720,15555,writer
22720,14701,Translator
22721,316,writer
22722,1984,Goodreads Author
22723,15556,writer
22724,15557,writer
22724,15558,Illustrations
22725,15559,Goodreads Author
22726,7289,writer
22727,6071,Goodreads Author
22728,15560,writer
22729,12399,Goodreads Author
22730,15561,Goodreads Author
22730,15562,Goodreads Author
22731,3075,Goodreads Author
22731,3136,Goodreads Author
22732,15563,writer
22733,15564,writer
22734,6370,writer
22735,15565,writer
22736,15566,writer
22737,15567,writer
22738,9828,writer
22739,12490,Goodreads Author
22740,2704,writer
22741,26,writer
22741,15568,Editor
22742,513,Goodreads Author
22743,15569,writer
22744,15570,writer
22745,86,writer
22745,87,Illustrator
22746,15571,writer
22746,15572,Illustrator
22747,6810,writer
22747,1206,writer
22747,14294,writer
22747,7288,Goodreads Author
22748,15573,Goodreads Author
22749,8604,writer
22750,2683,writer
22751,2504,Goodreads Author
22751,15574,Traduction
22752,15575,writer
22752,15576,Translator
22753,15577,Goodreads Author
22754,5513,writer
22755,15578,Goodreads Author
22755,15579,Goodreads Author
22755,15580,Foreword
22756,15581,writer
22757,15582,Goodreads Author
22758,4240,Goodreads Author
22759,1196,Goodreads Author
22759,6559,Art and Adaptation
22759,15583,Lettering
22760,15584,Goodreads Author
22761,15585,writer
22762,12432,writer
22763,15586,Goodreads Author
22763,15587,writer
22764,15588,writer
22765,15589,writer
22766,12433,Goodreads Author
22767,15590,writer
22768,14311,writer
22768,14312,Goodreads Author
22769,2437,Goodreads Author
22770,7715,writer
22771,15591,Goodreads Author
22772,294,writer
22773,15592,writer
22774,15593,Goodreads Author
22775,12444,Goodreads Author
22776,12445,writer
22777,15594,Goodreads Author
22778,15595,writer
22779,513,Goodreads Author
22780,9448,Goodreads Author
22781,15596,Goodreads Author
22782,15597,writer
22783,15598,Goodreads Author
22784,15599,writer
22785,7905,writer
22786,3693,writer
22787,15600,writer
22788,15601,writer
22789,12457,Goodreads Author
22790,229,Goodreads Author
22791,15602,Goodreads Author
22792,5848,Goodreads Author
22793,15603,writer
22794,12467,Goodreads Author
22795,15604,writer
22796,15605,Goodreads Author
22797,15606,Goodreads Author
22797,15607,Editor
22798,2627,Goodreads Author
22799,6905,Goodreads Author
22800,14330,writer
22801,15608,Goodreads Author
22802,5041,writer
22803,15609,writer
22803,15610,Traduction
22804,12021,writer
22805,15611,Goodreads Author
22806,2763,writer
22807,2411,writer
22808,15612,writer
22808,15613,writer
22809,15614,writer
22810,15615,Goodreads Author
22811,15616,Goodreads Author
22812,12045,Goodreads Author
22813,2155,Goodreads Author
22814,13726,Goodreads Author
22815,174,writer
22816,15617,writer
22817,8740,Goodreads Author
22818,15618,Goodreads Author
22819,12528,Goodreads Author
22820,3476,Goodreads Author
22821,15619,Goodreads Author
22822,15620,Goodreads Author
22823,15621,Goodreads Author
22824,15622,writer
22825,15623,writer
22826,12397,Goodreads Author
22827,2970,Goodreads Author
22828,281,Goodreads Author
22829,12543,Goodreads Author
22830,15624,Goodreads Author
22831,7813,writer
22832,15625,Goodreads Author
22833,12545,writer
22833,12546,writer
22834,14360,Goodreads Author
22835,5231,writer
22836,8808,writer
22837,1375,writer
22838,12559,writer
22838,15626,writer
22838,15627,writer
22838,15628,writer
22839,15629,Goodreads Author
22839,15630,Foreword
22840,259,writer
22840,15631,Translator
22841,15632,Goodreads Author
22842,6909,Goodreads Author
22843,15633,Goodreads Author
22844,7294,writer
22844,15634,Translation
22845,3371,Goodreads Author
22846,15635,Goodreads Author
22847,15636,writer
22848,366,writer
22848,15637,Translator
22849,15638,writer
22850,15639,Goodreads Author
22851,15640,Goodreads Author
22852,15641,Goodreads Author
22853,6906,Goodreads Author
22854,15642,Goodreads Author
22855,4627,writer
22856,15643,writer
22857,15644,writer
22858,15645,Goodreads Author
22859,601,writer
22859,15646,Goodreads Author)
22860,15647,writer
22860,13967,writer
22861,15648,writer
22862,14377,writer
22862,15649,Illustrator
22863,1328,Goodreads Author
22864,15650,writer
22864,15651,Illustrator
22865,8594,Goodreads Author
22866,14379,Goodreads Author
22867,15652,Goodreads Author
22868,12589,Goodreads Author
22869,15653,writer
22870,15654,writer
22871,15655,Goodreads Author
22872,15656,writer
22873,15657,Goodreads Author
22873,15658,narrator
22874,15659,Goodreads Author
22875,14384,Goodreads Author
22876,12550,writer
22877,15660,Goodreads Author
22878,5470,Goodreads Author
22879,15661,writer
22880,15662,writer
22880,15663,Goodreads Author
22881,15664,Goodreads Author
22882,15665,writer
22883,15666,writer
22884,15667,Goodreads Author
22885,3171,writer
22886,15668,Goodreads Author
22887,15669,Goodreads Author
22888,5640,Goodreads Author
22889,15670,Goodreads Author
22890,15671,writer
22891,12623,Goodreads Author
22892,15672,Goodreads Author
22893,15673,writer
22894,15674,Goodreads Author
22895,15675,writer
22896,15676,writer
22896,15677,Translator
22897,8943,Goodreads Author
22898,12634,Goodreads Author
22899,15678,Goodreads Author
22900,1371,writer
22900,15679,Translator
22901,821,Goodreads Author
22901,15680,Translator
22902,14413,Goodreads Author
22902,15681,Illustrator
22903,15682,writer
22904,10174,Goodreads Author
22905,11009,Goodreads Author
22905,15683,Illustrator
22905,15684,writer
22906,15685,writer
22907,4146,Goodreads Author
22908,15686,Goodreads Author
22909,3745,Goodreads Author
22910,1374,Goodreads Author
22910,35,Goodreads Author
22911,3335,writer
22911,1780,writer
22912,15687,writer
22913,421,Goodreads Author
22914,7593,Goodreads Author
22915,15609,writer
22916,15688,writer
22917,15689,Goodreads Author
22918,7104,Goodreads Author
22919,1489,Goodreads Author
22919,14431,translator
22920,322,writer
22921,15690,Goodreads Author
22921,15691,Goodreads Author
22922,1284,Goodreads Author
22923,15692,writer
22924,15693,writer
22925,15694,writer
22925,15695,writer
22925,8360,Translator
22926,15696,writer
22927,15697,Goodreads Author
22928,2731,Goodreads Author
22929,15698,writer
22930,12703,Goodreads Author
22931,84,Goodreads Author
22932,15699,Goodreads Author
22933,15700,writer
22934,2052,Goodreads Author
22935,15701,Goodreads Author
22935,15702,writer
22935,15703,Goodreads Author
22936,15704,Goodreads Author
22937,15705,writer
22938,15706,Goodreads Author
22939,12718,writer
22940,15707,Goodreads Author
22941,12731,writer
22942,4872,Goodreads Author
22943,15708,writer
22944,12742,Goodreads Author
22945,12755,writer
22946,14468,Goodreads Author
22947,12758,writer
22948,695,writer
22948,3799,Translator
22949,15709,Goodreads Author
22950,15710,Goodreads Author
22950,15711,Editor
22951,15712,writer
22951,15713,Goodreads Author)
22952,15714,writer
22953,8571,Goodreads Author
22954,15715,writer
22955,15716,Illustrations
22956,15717,writer
22957,2415,Goodreads Author
22958,6487,Goodreads Author
22959,14478,writer
22960,1566,writer
22961,332,writer
22961,823,Editor
22962,1090,writer
22962,15718,Goodreads Author
22963,15719,Goodreads Author
22964,15720,Goodreads Author
22965,8833,Goodreads Author
22966,5385,Goodreads Author
22967,15721,Goodreads Author
22968,15722,Goodreads Author
22969,249,Goodreads Author
22970,15723,Goodreads Author
22971,12822,writer
22972,12824,Goodreads Author
22973,15724,Goodreads Author
22974,15725,Goodreads Author
22975,12830,Goodreads Author
22976,15726,Goodreads Author
22977,15727,writer
22978,2286,writer
22978,2287,writer
22978,1157,Foreword by
22979,6037,Goodreads Author
22979,15728,Translator
22980,7180,Goodreads Author
22981,15729,Goodreads Author
22982,15730,writer
22982,15731,Illustrator
22982,15732,Contributor
22983,15733,Goodreads Author
22984,12453,writer
22985,7156,writer
22985,15734,Translator
22986,12844,Goodreads Author
22987,15735,Goodreads Author
22988,15736,writer
22989,12852,Goodreads Author
22990,15737,writer
22991,15738,Goodreads Author
22992,14512,Goodreads Author
22993,390,writer
22994,15739,Goodreads Author
22995,12856,Goodreads Author
22996,15740,writer
22997,15741,writer
22998,15742,Goodreads Author
22999,164,writer
23000,15743,writer
23001,3265,Goodreads Author
23002,15744,writer
23002,15745,Introduction
23003,15746,writer
23004,2148,writer
23005,15747,writer
23006,4143,writer
23006,15748,Translator
23007,15749,Goodreads Author
23008,735,writer
23009,4575,writer
23010,15750,writer
23011,12880,Goodreads Author
23012,3836,Goodreads Author
23013,15751,writer
23013,15752,Translator
23014,12932,Goodreads Author
23015,15753,Goodreads Author
23016,12901,Goodreads Author
23017,1066,Goodreads Author
23018,2601,Goodreads Author
23019,7467,writer
23020,334,Goodreads Author
23021,15754,Goodreads Author
23022,7280,Goodreads Author
23023,15755,Goodreads Author
23024,15756,Goodreads Author
23025,15757,Goodreads Author
23026,15758,writer
23027,910,Goodreads Author
23028,15759,writer
23029,2890,writer
23030,2202,writer
23030,2204,Editor
23031,12919,Goodreads Author
23032,15760,Goodreads Author
23033,15761,Goodreads Author
23033,15762,Translator
23034,1671,Goodreads Author)
23034,1890,Illustrator
23035,14539,Goodreads Author
23036,15763,writer
23037,12933,Goodreads Author
23037,12934,Goodreads Author
23038,15764,Adaptor
23038,331,writer
23038,15765,Illustrator
23039,14541,writer
23040,15766,Goodreads Author
23040,15767,Editor
