book_id,author_id,role
11581,739,writer
11581,126,writer
11582,7606,Goodreads Author
11583,4630,writer
11584,4630,writer
11585,1753,writer
11586,689,writer
11587,7607,writer
11587,7608,Illustrator
11588,132,writer
11588,7609,writer
11588,1885,Translator
11588,7610,illustrator
11589,6957,writer
11589,7611,Translator
11589,7612,Translator
11590,7613,writer
11591,7614,writer
11592,7615,Goodreads Author
11593,143,writer
11594,7420,Goodreads Author
11595,7616,writer
11596,2765,writer
11597,3444,writer
11598,7617,Goodreads Author
11599,410,Goodreads Author
11600,7618,Goodreads Author
11601,7619,Goodreads Author
11602,75,Goodreads Author
11603,7620,writer
11604,7621,writer
11605,1433,Goodreads Author
11606,434,writer
11606,1329,Illustrator
11606,435,Translator
11607,7622,writer
11608,3089,Goodreads Author
11609,5481,Goodreads Author
11610,7623,writer
11611,796,writer
11612,1540,Goodreads Author
11613,7624,Goodreads Author
11614,318,Goodreads Author
11615,7625,writer
11615,7626,Contributor
11616,1398,Goodreads Author
11616,3844,Artist
11617,1398,Goodreads Author
11617,3844,Artist
11618,7627,Goodreads Author
11619,7628,writer
11620,7629,Goodreads Author
11621,7630,Goodreads Author
11622,1136,writer
11622,4144,translator
11622,7631,Translator
11622,7632,Contributor
11623,332,writer
11624,7633,writer
11625,7634,writer
11626,1788,writer
11627,1782,writer
11628,269,Goodreads Author
11628,1112,translator
11629,1251,writer
11630,7635,Goodreads Author
11631,7636,Goodreads Author
11632,7637,writer
11633,7638,Goodreads Author
11634,3959,writer
11635,1172,Goodreads Author
11636,7639,Goodreads Author
11637,92,writer
11637,7640,مترجم
11638,7641,writer
11639,7642,writer
11640,7643,writer
11641,7644,writer
11642,7645,Goodreads Author
11643,528,Goodreads Author
11644,7646,Goodreads Author
11645,7647,Goodreads Author
11646,4580,writer
11647,7648,writer
11648,5436,writer
11649,7649,Goodreads Author
11650,3448,Goodreads Author
11651,7650,Goodreads Author
11652,7348,writer
11652,7651,writer
11653,964,Goodreads Author
11654,1929,Goodreads Author
11655,7196,writer
11656,5079,Editor/Contributor
11656,7652,Editor/Contributor
11656,7653,Contributor
11656,5082,Contributor
11656,5083,Editor/Contributor
11656,5084,Contributor
11656,7654,Contributor
11656,7655,Contributor
11656,682,writer
11657,856,Goodreads Author
11658,3761,writer
11659,6270,Goodreads Author
11660,7656,writer
11661,7657,Goodreads Author
11662,7658,writer
11662,6574,Editor
11663,7659,writer
11664,7660,writer
11664,7661,Translator
11665,1546,writer
11666,7662,writer
11666,1291,Translator
11667,7663,Goodreads Author
11667,7664,Artist
11667,7665,Artist
11668,7666,writer
11668,7667,Translator
11668,7668,Translator
11669,7669,Goodreads Author
11670,7670,Goodreads Author
11671,7289,writer
11672,4797,writer
11672,1024,writer
11673,7401,writer
11674,78,Goodreads Author
11675,7671,Goodreads Author
11676,7672,Goodreads Author
11677,7673,Goodreads Author
11678,7674,Goodreads Author
11679,274,writer
11680,7675,Goodreads Author
11681,7676,writer
11682,5543,writer
11683,2583,Goodreads Author
11684,4433,writer
11685,7593,Goodreads Author
11686,1801,Goodreads Author
11687,7091,Goodreads Author
11688,7677,writer
11688,7678,Introduction
11688,7679,Translator
11689,7680,Goodreads Author
11690,3313,writer
11690,3812,writer
11691,7681,Goodreads Author
11692,3839,writer
11692,7682,writer
11692,7683,Goodreads Author
11693,5700,Goodreads Author
11694,7684,writer
11695,1993,Goodreads Author
11696,7685,writer
11696,7686,writer
11697,7687,Goodreads Author
11698,274,writer
11699,409,Goodreads Author
11700,7688,writer
11701,2725,Goodreads Author
11702,2725,Goodreads Author
11703,3509,writer
11703,7689,Illustrator
11703,4114,Editor
11704,5819,writer
11705,4740,writer
11706,5611,writer
11707,7690,writer
11707,7691,writer
11708,3622,writer
11709,781,Creator
11709,5479,Goodreads Author
11709,6268,Illustrator
11710,138,writer
11711,4454,writer
11712,36,writer
11713,814,writer
11714,6202,writer
11715,7692,writer
11716,1731,writer
11717,7693,Goodreads Author
11718,318,Goodreads Author
11719,1753,writer
11719,7694,writer
11720,7695,writer
11721,2774,writer
11722,7696,writer
11723,7697,writer
11724,1130,writer
11725,7698,Goodreads Author
11726,3708,Goodreads Author
11727,7699,writer
11728,7700,Goodreads Author
11729,7701,Goodreads Author
11730,1073,Goodreads Author
11731,7702,writer
11732,7703,writer
11733,2421,writer
11734,2399,Goodreads Author
11735,7521,Goodreads Author
11736,7704,writer
11736,7705,Illustrator
11736,7706,Illustrator
11737,2173,writer
11738,2887,writer
11739,7707,Goodreads Author
11740,7708,writer
11741,7709,Goodreads Author
11742,2139,writer
11742,3287,Colorist 
11743,7710,writer
11743,7711,Illustrator
11743,7712,Translator
11743,7713,Translator
11743,7714,Translator
11744,7715,writer
11744,7716,Translator
11745,7717,writer
11746,7718,writer
11747,7719,writer
11747,7720,Foreword
11748,2370,writer
11749,7721,writer
11750,423,Goodreads Author
11750,7722,Goodreads Author
11750,7723,Illustrator
11751,2032,writer
11752,569,Goodreads Author
11753,2725,Goodreads Author
11753,7724,Narrator
11754,2725,Goodreads Author
11755,7725,Goodreads Author
11756,3702,writer
11757,3707,writer
11758,7726,Goodreads Author
11758,7727,writer
11759,1317,Goodreads Author
11760,3089,Goodreads Author
11761,4466,writer
11762,7728,writer
11763,7729,writer
11764,7730,Goodreads Author
11765,1460,writer
11765,1461,Goodreads Author
11766,7731,writer
11767,7732,Goodreads Author
11768,7733,Goodreads Author
11769,5397,Goodreads Author
11770,6071,Goodreads Author
11771,874,Goodreads Author
11771,7734,Translator
11772,6342,Goodreads Author
11772,7735,writer
11773,7390,Goodreads Author
11774,7078,Goodreads Author
11775,7078,Goodreads Author
11776,7736,writer
11776,7737,Goodreads Author
11777,7738,Goodreads Author
11778,1443,writer
11779,923,Goodreads Author
11780,1429,writer
11781,7739,Goodreads Author
11782,1903,writer
11783,5469,Goodreads Author
11784,964,Goodreads Author
11785,7740,Goodreads Author
11786,7741,writer
11786,7742,Translator
11787,2045,Goodreads Author
11788,5980,Goodreads Author
11789,7743,writer
11789,7744,Introduction
11790,7745,writer
11791,1461,Goodreads Author
11792,7746,writer
11793,7747,Goodreads Author
11794,7748,writer
11795,683,Goodreads Author
11796,7749,Goodreads Author
11796,7750,Translator
11797,1294,writer
11797,1295,writer
11798,4388,Goodreads Author
11799,3434,Goodreads Author
11800,5582,writer
11800,5583,Translator
11801,7751,Goodreads Author
11802,7752,Goodreads Author
11802,7753,writer
11803,7754,writer
11803,7755,Translator
11804,3135,Goodreads Author
11805,1485,Goodreads Author
11805,1486,Goodreads Author
11806,6603,Goodreads Author
11807,7756,writer
11808,1074,Goodreads Author
11809,7757,writer
11810,4767,writer
11811,6778,writer
11812,7194,Goodreads Author
11813,834,writer
11813,7758,Illustrator
11814,1090,writer
11815,7759,Goodreads Author
11816,7760,writer
11817,7761,writer
11818,6914,writer
11819,4872,Goodreads Author
11820,7762,writer
11821,7763,writer
11821,7764,Foreword
11822,7765,Goodreads Author
11823,7766,Goodreads Author)
11823,7767,Illustrator
11824,7768,writer
11825,1522,Goodreads Author
11826,5700,Goodreads Author
11827,7769,writer
11827,7770,writer
11827,67,writer
11828,7771,Goodreads Author
11829,5219,Goodreads Author
11830,5562,Goodreads Author
11831,4389,Goodreads Author
11832,7772,writer
11833,7773,writer
11834,7774,writer
11835,1070,writer
11836,3299,writer
11837,274,writer
11838,2102,Goodreads Author
11839,4278,writer
11840,7775,Goodreads Author
11841,5815,writer
11842,84,Goodreads Author
11843,4808,writer
11843,7776,Introduction
11843,7777,Translator
11843,7778,Translator
11843,7779,Translator
11843,7780,writer
11843,7781,Translation
11843,7782,Translator
11843,682,writer
11844,2785,writer
11845,7783,writer
11846,6371,writer
11847,996,writer
11847,7784,Translator
11848,7785,Goodreads Author
11849,7786,Goodreads Author
11850,7787,Goodreads Author
11851,4024,writer
11852,4155,Goodreads Author
11853,424,Goodreads Author
11854,424,Goodreads Author
11855,423,Goodreads Author
11855,7788,writer
11856,7789,writer
11857,3708,Goodreads Author
11858,1411,writer
11859,183,writer
11860,7790,Goodreads Author
11861,2448,Goodreads Author
11862,7791,Goodreads Author
11863,7792,writer
11864,7793,writer
11865,7794,Goodreads Author
11866,7795,writer
11867,4628,writer
11868,1178,Goodreads Author
11869,7796,writer
11870,7797,Illustrations
11871,7798,writer
11871,7799,writer
11871,4198,Translator
11872,7800,Goodreads Author
11873,7801,writer
11873,7802,Goodreads Author)
11874,7803,writer
11875,4887,Goodreads Author
11876,7804,Goodreads Author
11877,989,Goodreads Author
11878,7805,writer
11879,104,writer
11880,5363,writer
11881,7806,writer
11882,7807,writer
11883,5004,writer
11884,7808,Goodreads Author
11885,7809,Goodreads Author
11886,7810,writer
11886,7811,writer
11887,7812,writer
11888,1220,Goodreads Author)
11888,96,Goodreads Author
11888,1400,Goodreads Author
11888,405,Goodreads Author
11888,937,Goodreads Author
11888,1595,Goodreads Author
11888,497,Goodreads Author
11888,360,Goodreads Author
11888,682,writer
11889,7813,writer
11889,288,Goodreads Author)
11890,7814,Goodreads Author
11891,273,writer
11892,1000,Goodreads Author
11893,7815,writer
11894,7816,Goodreads Author
11895,7817,writer
11896,7818,Goodreads Author
11897,6574,writer
11897,7819,Translation
11898,7820,Goodreads Author
11899,7821,writer
11899,7822,Illustrator
11899,7823,Illustrator
11899,7824,Illustrator
11899,7825,Illustrator
11900,959,Goodreads Author
11901,7826,writer
11902,7827,Goodreads Author
11903,7828,Goodreads Author
11904,1384,Goodreads Author
11905,5397,Goodreads Author
11906,6039,Goodreads Author
11907,292,Goodreads Author
11908,1731,writer
11909,7829,writer
11909,7830,Goodreads Author)
11910,7831,Goodreads Author
11911,4975,Goodreads Author
11912,7832,Goodreads Author
11913,5505,Goodreads Author
11914,7833,writer
11915,2584,Goodreads Author
11916,1546,writer
11917,2539,writer
11917,2540,Illustrations
11918,7834,Goodreads Author
11919,729,Goodreads Author
11920,7835,Goodreads Author
11921,3504,writer
11922,7836,Goodreads Author
11923,120,writer
11923,7837,writer
11924,1280,Goodreads Author
11925,1178,Goodreads Author
11926,5236,Goodreads Author
11926,5235,Goodreads Author
11927,3905,Goodreads Author
11928,7838,writer
11929,725,Goodreads Author
11930,2513,Goodreads Author
11931,3947,Goodreads Author
11932,248,Goodreads Author
11933,4617,Goodreads Author
11934,7839,Goodreads Author
11935,24,Goodreads Author
11936,4380,Goodreads Author
11937,7840,writer
11938,1733,Goodreads Author
11939,7841,writer
11940,7842,writer
11941,7102,Goodreads Author
11942,7843,Goodreads Author
11943,7844,Goodreads Author
11944,360,Goodreads Author
11944,7845,Illustrator
11945,572,Goodreads Author
11946,7846,Goodreads Author
11946,7847,Goodreads Author
11947,7171,writer
11947,7172,Translator
11948,77,writer
11949,7848,Goodreads Author
11950,7849,writer
11951,5569,writer
11952,2402,Goodreads Author
11953,2102,Goodreads Author
11954,477,writer
11955,7850,Goodreads Author
11956,7851,writer
11957,5570,Goodreads Author
11958,7852,writer
11959,389,writer
11959,473,Introduction
11960,830,writer
11961,7853,writer
11962,6715,writer
11962,2259,Translator
11963,4743,writer
11964,3116,Goodreads Author
11965,7854,writer
11966,7137,writer
11967,4679,writer
11967,7855,Illustrator
11968,2668,Goodreads Author
11969,3701,writer
11970,7856,writer
11971,7857,Goodreads Author
11972,7858,writer
11973,7859,Goodreads Author
11974,2424,Goodreads Author
11975,5326,writer
11976,7860,writer
11977,1856,writer
11977,6424,Illustrator
11978,7861,writer
11979,7862,Goodreads Author
11980,7863,writer
11981,2494,Goodreads Author
11982,6363,writer
11983,7864,writer
11984,7865,writer
11985,72,writer
11986,290,Goodreads Author
11987,3665,writer
11988,4330,Goodreads Author
11989,7866,Goodreads Author
11990,7867,Goodreads Author
11991,7868,Goodreads Author
11992,7869,writer
11993,1399,Goodreads Author
11994,7870,writer
11995,2313,Goodreads Author
11996,3150,Goodreads Author
11997,7871,writer
11997,7872,Goodreads Author
11998,7873,writer
11998,7874,writer
11999,7875,Goodreads Author
12000,7813,writer
12000,7507,Introduction
12001,2766,Goodreads Author
12002,716,writer
12003,7876,Goodreads Author
12004,6337,writer
12005,5998,writer
12006,7064,Goodreads Author
12007,7877,Goodreads Author
12008,4466,writer
12009,489,writer
12010,3880,Goodreads Author
12010,7878,Translator
12011,4096,Goodreads Author
12012,7879,writer
12013,7880,Goodreads Author
12014,4613,Goodreads Author
12015,7881,Goodreads Author
12016,7378,writer
12017,7882,writer
12018,1792,writer
12018,7883,Foreword
12019,3014,Goodreads Author
12020,4852,Goodreads Author
12021,7884,writer
12021,7885,writer
12022,7350,writer
12023,7886,writer
12024,7887,writer
12025,7888,writer
12026,3855,writer
12026,7889,Illustrator
12026,5556,Introduction
12027,7890,writer
12028,3520,writer
12028,3521,Pseudonym
12029,7420,Goodreads Author
12030,4636,writer
12031,7891,writer
12032,2218,writer
12032,691,Illustrations
12033,4077,writer
12034,7892,writer
12035,7893,writer
12036,5098,Goodreads Author
12036,800,Translator
12037,7894,Goodreads Author
12038,6396,writer
12039,7895,writer
12039,7896,Translator
12040,3665,writer
12041,3665,writer
12041,3666,Illustrations
12042,7897,writer
12043,6337,writer
12043,7898,Editor
12043,7899,Translator
12044,7900,Goodreads Author
12045,7901,Goodreads Author
12046,5736,writer
12046,7902,writer
12047,2846,Goodreads Author
12048,7903,Goodreads Author
12049,7904,Goodreads Author
12050,2015,Goodreads Author
12051,7905,writer
12052,4096,Goodreads Author
12053,7906,Goodreads Author
12054,7907,writer
12054,7908,Goodreads Author
12055,7909,writer
12055,7910,translator
12056,7911,writer
12057,852,Goodreads Author
12058,7912,writer
12059,7913,writer
12060,7914,Goodreads Author
12061,7915,Goodreads Author
12062,7916,writer
12062,7917,ترجمة
12063,7202,writer
12063,7918,Goodreads Author)
12064,314,Goodreads Author
12064,7919,Goodreads Author)
12065,7920,Goodreads Author
12065,7921,Illustrator
12066,5446,Goodreads Author
12067,6082,writer
12068,7922,writer
12069,7923,Goodreads Author
12070,7924,writer
12071,7925,writer
12072,261,writer
12072,1935,Translator
12073,376,writer
12074,1384,Goodreads Author
12075,7926,Goodreads Author
12076,5815,writer
12077,1315,Goodreads Author
12078,7927,Goodreads Author
12079,332,writer
12080,7928,writer
12081,7929,Goodreads Author
12082,7930,Goodreads Author
12083,7931,writer
12084,7932,writer
12084,3103,Illustrator
12085,7933,Goodreads Author
12086,600,Goodreads Author
12087,4153,Goodreads Author
12088,7934,writer
12089,1514,Goodreads Author
12090,7935,writer
12091,7936,writer
12092,5326,writer
12093,7937,writer
12094,7938,writer
12095,5606,Goodreads Author
12096,7939,Goodreads Author
12097,7940,writer
12098,833,writer
12099,7257,Goodreads Author
12099,7941,writer
12100,1799,Goodreads Author
12101,7942,Goodreads Author
12102,7943,writer
12102,7944,writer
12103,7818,Goodreads Author
12104,3179,writer
12105,1049,writer
12106,2120,writer
12106,7945,Translator
12107,3255,Goodreads Author
12108,2466,Goodreads Author
12109,1281,Goodreads Author
12110,572,Goodreads Author
12110,1780,writer
12111,7946,writer
12111,3393,Goodreads Author)
12112,288,Goodreads Author
12112,6226,Illustrator
12112,7947,Illustrator
12112,1704,Illustrator
12112,7948,Illustrator
12112,1110,Introduction
12113,4278,writer
12114,4278,writer
12115,6034,writer
12116,3560,Goodreads Author
12117,4096,Goodreads Author
12118,78,Goodreads Author
12119,7557,writer
12120,1192,Goodreads Author
12121,7949,writer
12122,5397,Goodreads Author
12123,5397,Goodreads Author
12124,6274,Goodreads Author
12125,7950,writer
12125,7950,writer
12126,1637,writer
12127,1788,writer
12128,40,writer
12128,7951,Foreword by
12129,7952,Goodreads Author
12129,7953,Goodreads Author)
12130,7954,writer
12130,7955,Traducteur
12131,3130,writer
12132,7956,Goodreads Author
12133,5561,Goodreads Author
12134,2370,writer
12135,7957,writer
12136,3269,Goodreads Author
12137,7958,Goodreads Author
12138,1760,Goodreads Author)
12138,2963,writer
12139,3096,writer
12139,7959,Translator
12140,4685,writer
12141,7960,writer
12142,4168,writer
12143,1788,writer
12144,2038,Goodreads Author
12145,3192,writer
12146,169,writer
12147,7961,Goodreads Author
12147,7962,Illustrations
12148,7963,writer
12148,581,writer
12149,851,writer
12150,3883,Goodreads Author
12150,3884,writer
12151,7964,Goodreads Author
12152,7965,Goodreads Author
12153,7966,Goodreads Author
12154,513,Goodreads Author
12155,1949,writer
12156,3665,writer
12156,3666,Illustrations
12157,7967,Goodreads Author
12158,7968,Goodreads Author
12159,7969,Goodreads Author
12160,7970,writer
12160,3253,writer
12161,2669,writer
12162,5297,Goodreads Author
12163,7971,writer
12164,78,Goodreads Author
12165,717,Goodreads Author
12166,5168,Goodreads Author
12167,2258,writer
12167,2259,Translator
12168,7972,writer
12169,7973,writer
12169,7974,Foreword
12170,7975,Pseudonym
12170,4172,Goodreads Author
12171,7976,writer
12172,7977,Goodreads Author
12173,7978,writer
12174,3327,writer
12174,603,Translator
12175,7979,Goodreads Author
12176,7980,Goodreads Author
12177,403,writer
12177,7981,Editor
12178,7982,Goodreads Author
12179,7983,Goodreads Author
12180,6370,writer
12181,733,writer
12182,7984,writer
12183,830,writer
12184,4099,writer
12185,7985,Goodreads Author
12186,7986,writer
12186,7987,Noted by
12187,2402,Goodreads Author
12188,1110,writer
12188,1111,illustrator
12189,7988,writer
12190,7989,writer
12191,6146,writer
12192,7990,Goodreads Author
12192,7991,writer
12193,7992,writer
12194,7993,Goodreads Author
12195,3603,Goodreads Author
12196,7994,writer
12197,3711,writer
12198,2785,writer
12199,2324,writer
12200,4529,writer
12201,7995,Goodreads Author
12202,910,Goodreads Author
12203,7996,writer
12204,7997,writer
12205,7401,writer
12206,735,writer
12207,6959,Goodreads Author
12208,410,Goodreads Author
12209,842,writer
12209,6570,Introduction
12210,4645,Goodreads Author
12211,4470,Goodreads Author
12212,2898,writer
12213,7998,writer
12214,1057,writer
12215,5410,Goodreads Author
12215,5411,Illustrator
12216,1489,Goodreads Author
12217,5469,Goodreads Author
12218,7999,Goodreads Author
12218,1102,Goodreads Author)
12219,8000,writer
12220,4152,Goodreads Author
12220,4694,Creator
12221,5806,writer
12222,4527,writer
12223,8001,writer
12224,5742,writer
12225,8002,Goodreads Author
12226,1991,writer
12227,2460,adapter/Illustrator
12227,423,Goodreads Author
12228,3307,writer
12229,1594,Goodreads Author
12230,8003,writer
12231,8004,Goodreads Author
12232,1315,Goodreads Author
12233,8005,Goodreads Author
12234,7405,Goodreads Author
12235,8006,Goodreads Author
12236,8007,writer
12237,371,Goodreads Author
12238,8008,writer
12239,8009,writer
12240,3880,Goodreads Author
12241,8010,Goodreads Author
12242,3536,writer
12243,8011,Goodreads Author
12244,1601,Goodreads Author
12245,8012,Goodreads Author
12246,8013,Goodreads Author
12247,3426,Goodreads Author
12248,167,Goodreads Author
12249,8014,writer
12250,8015,Goodreads Author
12251,8016,writer
12252,274,writer
12253,8017,writer
12253,1704,Illustrator
12254,7196,writer
12254,8018,writer
12255,2349,Adaptation
12255,4,Creator
12256,1731,writer
12257,8019,writer
12258,1788,writer
12259,8020,writer
12260,7983,Goodreads Author
12261,7382,Goodreads Author
12262,8021,writer
12262,8022,Illustrator
12263,8023,Goodreads Author
12264,8024,writer
12265,371,Goodreads Author
12266,2141,Goodreads Author
12267,2610,Goodreads Author
12267,8025,Translator
12268,611,Goodreads Author
12269,3704,writer
12269,8026,Translator
12270,451,writer
12271,3484,Goodreads Author
12272,4792,Goodreads Author
12273,8027,Goodreads Author
12274,8028,writer
12275,8029,Goodreads Author
12276,8030,writer
12277,8031,Goodreads Author
12278,1142,writer
12279,8032,Goodreads Author
12280,6448,writer
12281,8033,writer
12282,8034,Goodreads Author
12283,8035,writer
12284,376,writer
12285,4519,writer
12285,8036,Introduction
12285,8037,Editor
12286,2917,Goodreads Author
12287,2725,Goodreads Author
12288,274,writer
12288,8038,Illustrator
12289,3304,Goodreads Author
12290,8039,writer
12290,8040,Illustrator
12291,4966,Goodreads Author
12292,5570,Goodreads Author
12293,8041,Goodreads Author
12294,3299,writer
12295,1826,writer
12296,1315,Goodreads Author
12297,8042,writer
12298,8043,writer
12299,8044,writer
12299,8045,writer
12300,2785,writer
12301,8046,writer
12302,1591,Goodreads Author
12303,2408,writer
12304,7431,Goodreads Author
12305,6088,Goodreads Author
12306,4390,Goodreads Author
12307,6046,writer
12307,8047,Introduction
12308,8048,writer
12308,288,Goodreads Author)
12308,8049,Introduction
12309,2116,Goodreads Author
12310,2917,Goodreads Author
12311,55,writer
12312,735,writer
12313,8050,Goodreads Author
12314,8051,Goodreads Author
12315,2269,writer
12316,8052,Goodreads Author
12317,4025,Goodreads Author
12318,8053,Goodreads Author
12319,8054,writer
12319,8055,Translator
12320,2601,Goodreads Author
12321,8056,writer
12322,554,Goodreads Author
12323,8057,Goodreads Author
12324,8058,Goodreads Author
12325,3214,writer
12326,8059,writer
12326,8060,Goodreads Author)
12327,2139,writer
12327,3287,Colorist 
12328,118,writer
12329,8061,Goodreads Author
12330,2950,writer
12331,2725,Goodreads Author
12332,744,Goodreads Author
12333,8062,Goodreads Author
12334,469,Goodreads Author
12335,5917,Goodreads Author
12336,8063,writer
12337,2430,writer
12338,8064,writer
12338,8065,writer
12339,1049,writer
12340,4769,Goodreads Author
12341,542,Goodreads Author
12341,2540,Illustrator
12341,8066,Music
12342,8067,writer
12343,2276,writer
12344,7854,writer
12345,5798,writer
12346,744,Goodreads Author)
12347,7373,Goodreads Author
12348,1408,Goodreads Author
12349,8068,Goodreads Author
12350,7570,writer
12350,7571,writer
12351,8069,writer
12351,8070,Translator
12351,8071,Translator
12351,8072,Introduction
12352,8073,writer
12353,729,Goodreads Author
12354,118,writer
12355,8074,writer
12355,8075,Introduction
12356,3174,Pseudonym
12356,3175,Goodreads Author
12357,8076,Goodreads Author
12358,5720,writer
12359,7573,Goodreads Author
12360,8077,writer
12361,8078,writer
12362,8079,writer
12363,8080,writer
12364,417,Editor
12365,8081,writer
12366,8082,writer
12366,8083,Translator
12367,4385,Goodreads Author
12368,829,writer
12369,8084,Goodreads Author
12370,8085,writer
12371,1470,writer
12372,8086,Goodreads Author
12373,8087,writer
12374,2018,Goodreads Author
12375,8088,Goodreads Author
12376,2640,Goodreads Author
12376,8089,Translator
12377,4770,Goodreads Author
12378,6617,Goodreads Author
12379,8090,Goodreads Author
12380,1960,writer
12380,8091,Translator
12380,8092,Translator
12381,4372,writer
12382,8093,writer
12383,781,writer
12384,8094,writer
12384,8095,writer
12385,8096,writer
12386,8097,writer
12387,3299,writer
12388,3491,Goodreads Author
12389,8098,writer
12390,8099,writer
12391,8100,writer
12392,8101,writer
12393,8102,writer
12394,4312,writer
12394,5312,Illustrator
12395,781,writer
12395,5479,Goodreads Author
12395,6632,Illustrator
12396,8103,Goodreads Author
12397,4515,writer
12397,8104,Translator
12398,8105,writer
12399,8106,Goodreads Author
12400,8107,writer
12401,5760,Goodreads Author
12402,303,writer
12403,8108,writer
12404,2052,Goodreads Author
12405,8109,writer
12406,3102,writer
12406,8110,writer
12406,8111,writer
12406,8112,writer
12406,8113,Illustrator
12406,8114,Illustrator
12406,8115,Illustrator
12406,8116,Illustrator
12406,682,writer
12407,8117,Goodreads Author
12408,2326,Goodreads Author
12409,303,writer
12410,8118,writer
12411,140,Goodreads Author
12412,4470,Goodreads Author
12413,6057,writer
12414,8119,Goodreads Author
12415,8047,writer
12416,8047,writer
12417,8120,writer
12418,8121,writer
12419,8122,Goodreads Author
12420,8058,Goodreads Author
12421,6351,Goodreads Author
12422,580,writer
12423,725,Goodreads Author
12424,8123,Goodreads Author
12425,132,writer
12425,8124,Translator
12426,8125,writer
12427,634,Goodreads Author
12428,8126,Goodreads Author
12429,8127,writer
12430,830,writer
12431,1338,writer
12431,3799,Translator
12432,2921,Goodreads Author
12433,8128,Goodreads Author
12434,8129,writer
12435,8130,Goodreads Author
12436,4995,writer
12436,8131,Illustrations
12437,3560,Goodreads Author
12438,5436,writer
12439,3880,Goodreads Author
12440,2,writer
12441,7078,Goodreads Author
12442,7078,Goodreads Author
12443,7736,writer
12443,7737,Goodreads Author
12444,7887,writer
12445,1074,Goodreads Author
12446,8132,Goodreads Author
12447,2052,Goodreads Author
12447,8133,Goodreads Author
12448,5294,Goodreads Author
12449,3413,Goodreads Author
12450,6302,writer
12451,8134,Goodreads Author
12452,4296,Goodreads Author
12453,4296,Goodreads Author
12454,8135,writer
12455,8136,Goodreads Author
12456,8137,Goodreads Author
12457,1090,writer
12457,8138,Translator
12457,1091,Translator
12457,8139,Afterword
12458,4860,Goodreads Author
12459,2763,writer
12460,8140,Goodreads Author
12461,8141,writer
12461,8142,Illustrator
12461,8143,Translator
12462,8144,writer
12463,8145,writer
12464,8146,Goodreads Author
12465,3633,Goodreads Author
12466,5476,Goodreads Author
12467,8147,writer
12467,8148,Translator
12468,8149,Goodreads Author
12469,8150,Goodreads Author
12470,2313,Goodreads Author
12471,5536,Goodreads Author
12472,8151,writer
12473,3044,Goodreads Author
12474,8152,writer
12475,8153,writer
12476,8154,writer
12477,4029,Goodreads Author
12478,8155,writer
12479,5519,writer
12480,8156,writer
12481,8157,writer
12482,781,writer
12482,5479,Goodreads Author
12482,6632,Illustrator
12483,433,writer
12484,1143,writer
12485,2324,writer
12486,2793,writer
12486,3414,Illustrator
12487,1851,writer
12488,281,Goodreads Author
12489,8158,Goodreads Author
12490,8159,writer
12491,8160,writer
12492,7881,Goodreads Author
12493,2725,Goodreads Author
12494,1591,Goodreads Author
12495,542,Goodreads Author
12496,4005,Goodreads Author
12497,2424,Goodreads Author
12498,2863,writer
12499,2765,writer
12500,273,writer
12501,704,writer
12501,8161,writer
12501,8162,writer
12502,2116,Goodreads Author
12503,8163,Goodreads Author
12504,8164,writer
12505,4917,Goodreads Author
12506,1008,Goodreads Author
12507,4636,writer
12508,1470,writer
12509,8165,writer
12510,6109,writer
12510,8166,Goodreads Author)
12511,2047,writer
12512,846,writer
12513,5474,Goodreads Author
12513,6154,writer
12514,5763,Goodreads Author
12515,8167,Goodreads Author
12516,5352,writer
12517,48,writer
12518,995,writer
12519,1687,writer
12520,8168,Adapter
12520,8169,writer
12520,8170,writer
12521,8171,Goodreads Author
12522,5544,writer
12523,4906,writer
12524,7882,writer
12525,8172,Goodreads Author
12526,8173,writer
12527,8174,writer
12527,2739,Editor
12528,405,Goodreads Author
12529,3028,writer
12530,8175,Goodreads Author
12531,776,writer
12531,1555,Translator
12531,764,Introduction
12532,8176,Goodreads Author
12533,3307,writer
12534,2774,writer
12535,4599,Goodreads Author
12536,1374,Goodreads Author
12537,3750,Goodreads Author
12538,8177,Goodreads Author
12539,8178,writer
12539,8179,Translator
12540,8180,writer
12541,8181,writer
12542,3633,Goodreads Author
12543,6620,writer
12544,8182,writer
12544,8183,Translator
12544,8184,Afterword
12545,395,writer
12546,336,Goodreads Author
12547,4117,writer
12547,8185,Translator
12548,3014,Goodreads Author
12549,1960,writer
12550,1000,Goodreads Author
12551,5888,writer
12552,4755,writer
12553,8186,writer
12553,8187,Goodreads Author
12554,3544,writer
12555,3533,writer
12556,7747,Goodreads Author
12557,8188,Goodreads Author
12558,8189,Goodreads Author
12559,8084,Goodreads Author
12560,8190,writer
12561,8191,Editor/Contributor
12561,8192,Goodreads Author)
12561,8193,Foreword
12561,8194,Contributor
12561,8195,Contributor
12561,8196,Contributor
12561,8197,Contributor
12561,8198,Goodreads Author)
12561,682,writer
12562,4100,Goodreads Author
12563,8199,writer
12564,923,Goodreads Author
12565,8200,writer
12566,3533,writer
12567,8201,writer
12568,8202,writer
12568,656,Translator
12568,8203,Introduction
12569,1026,writer
12569,1593,Goodreads Author
12570,8204,writer
12570,8205,writer
12571,6914,writer
12572,695,writer
12573,1086,writer
12574,592,writer
12575,8206,writer
12576,822,Goodreads Author
12577,8207,Goodreads Author
12578,3878,Goodreads Author
